Depth(m),Voltage(V),Current(mA),# Counts
102.875,1.556113,10.37409,30903
102.9,1.597203,10.648019,31719
102.925,1.648766,10.991775,32743
102.95,1.602843,10.685617,31831
102.975,1.719716,11.464774,34152
103,1.514218,10.09479,30071
103.025,1.716494,11.44329,34088
103.05,1.796255,11.975037,35672
103.075,1.749526,11.663507,34744
103.1,1.691518,11.276784,33592
103.125,1.789004,11.926695,35528
103.15,1.773696,11.824643,35224
103.175,1.786638,11.910918,35481
103.2,1.782559,11.883726,35400
103.225,1.613367,10.755779,32040
103.25,1.76,11.733334,34952
103.275,1.742325,11.615503,34601
103.3,1.687489,11.249928,33512
103.325,1.774502,11.830014,35240
103.35,1.731801,11.545342,34392
103.375,1.883319,12.555458,37401
103.4,1.622229,10.814862,32216
103.425,1.60526,10.701731,31879
103.45,1.631041,10.87361,32391
103.475,1.610899,10.739329,31991
103.5,1.793838,11.958922,35624
103.525,1.769719,11.798123,35145
103.55,1.574644,10.497627,31271
103.575,1.703603,11.357351,33832
103.6,2.077537,13.850247,41258
103.625,1.76564,11.770931,35064
103.65,1.701186,11.341237,33784
103.675,1.788199,11.921325,35512
103.7,1.845402,12.302677,36648
103.725,1.651234,11.008224,32792
103.75,1.770524,11.803494,35161
103.775,1.835734,12.238223,36456
103.8,1.827677,12.184512,36296
103.825,1.784221,11.894804,35433
103.85,1.757633,11.717555,34905
103.875,1.882513,12.550088,37385
103.9,1.814836,12.098908,36041
103.925,1.764834,11.765561,35048
103.95,1.768107,11.78738,35113
103.975,1.672181,11.147875,33208
104,1.708437,11.389579,33928
104.025,1.634264,10.895095,32455
104.05,1.897821,12.65214,37689
104.075,1.688295,11.255299,33528
104.1,1.81967,12.131136,36137
104.125,1.907489,12.716594,37881
104.15,1.66493,11.099534,33064
104.175,1.680238,11.201587,33368
104.2,1.704408,11.362722,33848
104.225,1.834173,12.227818,36425
104.25,1.684266,11.228443,33448
104.275,1.701991,11.346609,33800
104.3,1.720522,11.470145,34168
104.325,1.583557,10.557046,31448
104.35,1.857537,12.383581,36889
104.375,1.583507,10.55671,31447
104.4,1.503745,10.024963,29863
104.425,1.731801,11.545342,34392
104.45,1.51019,10.067933,29991
104.475,1.442463,9.616419,28646
104.5,1.70038,11.335867,33768
104.525,1.912323,12.748821,37977
104.55,1.793838,11.958922,35624
104.575,1.730996,11.53997,34376
104.6,1.834173,12.227818,36425
104.625,1.872845,12.485634,37193
104.65,1.8664,12.442664,37065
104.675,1.952607,13.017381,38777
104.7,1.999336,13.328908,39705
104.725,1.736635,11.577569,34488
104.75,1.82531,12.168734,36249
104.775,1.859149,12.394323,36921
104.8,1.625402,10.836011,32279
104.825,1.567393,10.449287,31127
104.85,1.571421,10.476143,31207
104.875,1.516635,10.110902,30119
104.9,1.630236,10.868239,32375
104.925,1.65929,11.061936,32952
104.95,1.589952,10.59968,31575
104.975,1.627819,10.852125,32327
105,1.609288,10.728587,31959
105.025,1.601231,10.674875,31799
105.05,1.622985,10.819898,32231
105.075,1.903461,12.689738,37801
105.1,1.668959,11.12639,33144
105.125,1.797867,11.985778,35704
105.15,1.701991,11.346609,33800
105.175,1.912323,12.748821,37977
105.2,1.793083,11.953888,35609
105.225,1.886541,12.576943,37465
105.25,1.507018,10.046783,29928
105.275,1.572227,10.481514,31223
105.3,1.632653,10.884352,32423
105.325,1.851847,12.345647,36776
105.35,1.790616,11.937438,35560
105.375,1.870428,12.46952,37145
105.4,1.714882,11.432548,34056
105.425,1.721327,11.475516,34184
105.45,1.760806,11.738705,34968
105.475,1.614122,10.760816,32055
105.5,1.693935,11.292897,33640
105.525,1.748721,11.658137,34728
105.55,1.726967,11.513114,34296
105.575,1.567393,10.449287,31127
105.6,1.726162,11.507744,34280
105.625,1.589952,10.59968,31575
105.65,1.601231,10.674875,31799
105.675,1.663319,11.088792,33032
105.7,1.601231,10.674875,31799
105.725,1.699574,11.330496,33752
105.75,1.56981,10.465401,31175
105.775,1.666541,11.110276,33096
105.8,1.626207,10.841383,32295
105.825,1.48038,9.869199,29399
105.85,1.519858,10.132388,30183
105.875,1.56417,10.427802,31063
105.9,1.487631,9.91754,29543
105.925,1.434406,9.562707,28486
105.95,1.647155,10.981032,32711
105.975,1.685878,11.239185,33480
106,1.492465,9.949766,29639
106.025,1.550474,10.336491,30791
106.05,1.56417,10.427802,31063
106.075,1.683461,11.223071,33432
106.1,1.871234,12.474891,37161
106.125,1.844646,12.297643,36633
106.15,1.797867,11.985778,35704
106.175,1.751943,11.679622,34792
106.2,1.781753,11.878354,35384
106.225,1.917963,12.786419,38089
106.25,1.609339,10.728924,31960
106.275,1.582701,10.551339,31431
106.3,1.710048,11.400321,33960
106.325,1.585118,10.567452,31479
106.35,1.735024,11.566826,34456
106.375,1.883319,12.555458,37401
106.4,1.757633,11.717555,34905
106.425,1.867205,12.448035,37081
106.45,1.522275,10.148501,30231
106.475,1.579478,10.529855,31367
106.5,1.684266,11.228443,33448
106.525,1.655262,11.035081,32872
106.55,1.548862,10.325748,30759
106.575,1.606066,10.707104,31895
106.6,1.647961,10.986404,32727
106.625,1.395734,9.304891,27718
106.65,1.856732,12.37821,36873
106.675,1.800284,12.001892,35752
106.7,1.511801,10.078676,30023
106.725,1.71891,11.459403,34136
106.75,2.014644,13.430961,40009
106.775,1.738247,11.588311,34520
106.8,1.886541,12.576943,37465
106.825,1.54,10.266666,30583
106.85,1.872845,12.485634,37193
106.875,1.656068,11.040452,32888
106.9,1.831705,12.211368,36376
106.925,1.567393,10.449287,31127
106.95,1.59962,10.664134,31767
106.975,1.701991,11.346609,33800
107,1.643932,10.959548,32647
107.025,1.721327,11.475516,34184
107.05,1.726162,11.507744,34280
107.075,1.561753,10.411689,31015
107.1,1.759194,11.727962,34936
107.125,1.738247,11.588311,34520
107.15,1.847013,12.313419,36680
107.175,1.677821,11.185473,33320
107.2,1.822893,12.15262,36201
107.225,1.627869,10.85246,32328
107.25,1.668153,11.121019,33128
107.275,1.658485,11.056565,32936
107.3,1.89057,12.6038,37545
107.325,1.844646,12.297643,36633
107.35,1.73583,11.572198,34472
107.375,1.834928,12.232852,36440
107.4,1.757583,11.717219,34904
107.425,1.824504,12.163363,36233
107.45,1.767251,11.781673,35096
107.475,1.85512,12.367468,36841
107.5,1.717299,11.448661,34104
107.525,2.01545,13.436332,40025
107.55,1.67621,11.174731,33288
107.575,1.754411,11.696071,34841
107.6,1.828533,12.190219,36313
107.625,1.802751,12.018341,35801
107.65,1.521469,10.14313,30215
107.675,1.621373,10.809155,32199
107.7,1.581089,10.540596,31399
107.725,1.498105,9.987366,29751
107.75,1.500522,10.003478,29799
107.775,1.805923,12.03949,35864
107.8,1.598009,10.653392,31735
107.825,1.601231,10.674875,31799
107.85,1.588341,10.588937,31543
107.875,1.710048,11.400321,33960
107.9,1.602843,10.685617,31831
107.925,1.710048,11.400321,33960
107.95,1.598009,10.653392,31735
107.975,1.719716,11.464774,34152
108,1.805118,12.034119,35848
108.025,1.851847,12.345647,36776
108.05,1.710854,11.405691,33976
108.075,1.787393,11.915953,35496
108.1,1.65929,11.061936,32952
108.125,1.972749,13.15166,39177
108.15,1.844646,12.297643,36633
108.175,1.557725,10.384832,30935
108.2,1.774502,11.830014,35240
108.225,1.787393,11.915953,35496
108.25,1.810758,12.071718,35960
108.275,1.81967,12.131136,36137
108.3,1.751994,11.679956,34793
108.325,1.816448,12.109652,36073
108.35,1.62379,10.82527,32247
108.375,1.639904,10.932693,32567
108.4,1.459432,9.729549,28983
108.425,1.594786,10.631906,31671
108.45,1.593175,10.621163,31639
108.475,1.607677,10.717846,31927
108.5,1.830144,12.200961,36345
108.525,1.726162,11.507744,34280
108.55,1.780192,11.867949,35353
108.575,1.527109,10.180728,30327
108.6,1.654456,11.02971,32856
108.625,1.62379,10.82527,32247
108.65,1.590758,10.60505,31591
108.675,1.598865,10.659099,31752
108.7,1.78981,11.932066,35544
108.725,1.774552,11.83035,35241
108.75,1.804312,12.028749,35832
108.775,1.686683,11.244556,33496
108.8,1.731801,11.545342,34392
108.825,1.801946,12.01297,35785
108.85,1.835734,12.238223,36456
108.875,1.654456,11.02971,32856
108.9,1.751137,11.67425,34776
108.925,1.823699,12.157991,36217
108.95,1.608533,10.723553,31944
108.975,1.868011,12.453406,37097
109,1.697157,11.314381,33704
109.025,1.721327,11.475516,34184
109.05,1.748721,11.658137,34728
109.075,1.681044,11.206957,33384
109.1,1.758439,11.722926,34921
109.125,1.71171,11.411398,33993
109.15,1.834978,12.233189,36441
109.175,1.678627,11.190845,33336
109.2,1.640709,10.938064,32583
109.225,1.684266,11.228443,33448
109.25,1.655262,11.035081,32872
109.275,1.685878,11.239185,33480
109.3,1.583507,10.55671,31447
109.325,1.616539,10.776928,32103
109.35,1.628624,10.857495,32343
109.375,1.484408,9.896054,29479
109.4,1.581089,10.540596,31399
109.425,1.567393,10.449287,31127
109.45,1.546445,10.309635,30711
109.475,1.735024,11.566826,34456
109.5,1.51019,10.067933,29991
109.525,1.585118,10.567452,31479
109.55,1.586729,10.578195,31511
109.575,1.610899,10.739329,31991
109.6,1.482797,9.885313,29447
109.625,1.622179,10.814528,32215
109.65,1.541611,10.277409,30615
109.675,1.535166,10.23444,30487
109.7,1.508579,10.05719,29959
109.725,1.666541,11.110276,33096
109.75,1.681044,11.206957,33384
109.775,1.701991,11.346609,33800
109.8,1.768057,11.787045,35112
109.825,1.736635,11.577569,34488
109.85,1.73583,11.572198,34472
109.875,1.804362,12.029083,35833
109.9,1.656873,11.045822,32904
109.925,1.601231,10.674875,31799
109.95,1.942133,12.947555,38569
109.975,1.862371,12.415808,36985
110,1.919574,12.797161,38121
110.025,1.717299,11.448661,34104
110.05,1.89057,12.6038,37545
110.075,1.693129,11.287525,33624
110.1,1.9091,12.727337,37913
110.125,1.624596,10.83064,32263
110.15,1.602037,10.680247,31815
110.175,1.663319,11.088792,33032
110.2,1.652039,11.013596,32808
110.225,1.573033,10.486884,31239
110.25,1.644738,10.964919,32663
110.275,1.587535,10.583566,31527
110.3,1.712465,11.416434,34008
110.325,1.774502,11.830014,35240
110.35,1.696352,11.309011,33688
110.375,1.626258,10.841718,32296
110.4,1.788199,11.921325,35512
110.425,1.732607,11.550714,34408
110.45,1.854264,12.36176,36824
110.475,1.769668,11.797788,35144
110.5,1.742275,11.615168,34600
110.525,1.770474,11.803159,35160
110.55,1.760806,11.738705,34968
110.575,1.720522,11.470145,34168
110.6,1.69474,11.298268,33656
110.625,1.726967,11.513114,34296
110.65,1.693935,11.292897,33640
110.675,1.721327,11.475516,34184
110.7,1.636732,10.911543,32504
110.725,1.751943,11.679622,34792
110.75,1.623841,10.825604,32248
110.775,1.692323,11.282155,33608
110.8,1.663319,11.088792,33032
110.825,1.751943,11.679622,34792
110.85,1.827727,12.184848,36297
110.875,1.721327,11.475516,34184
110.9,1.800334,12.002228,35753
110.925,1.722939,11.486259,34216
110.95,1.607677,10.717846,31927
110.975,1.533555,10.223697,30455
111,1.573838,10.492256,31255
111.025,1.531943,10.212955,30423
111.05,1.495688,9.971251,29703
111.075,1.597203,10.648019,31719
111.1,1.589952,10.59968,31575
111.125,1.665736,11.104905,33080
111.15,1.656873,11.045822,32904
111.175,1.675404,11.169359,33272
111.2,1.889764,12.598428,37529
111.225,1.635875,10.905837,32487
111.25,1.869622,12.464148,37129
111.275,1.993747,13.291645,39594
111.3,1.798723,11.991486,35721
111.325,1.490048,9.933654,29591
111.35,1.673793,11.158617,33240
111.375,1.547251,10.315007,30727
111.4,1.862371,12.415808,36985
111.425,1.609288,10.728587,31959
111.45,1.48038,9.869199,29399
111.475,1.57545,10.502999,31287
111.5,1.608482,10.723216,31943
111.525,1.710854,11.405691,33976
111.55,1.850286,12.335241,36745
111.575,1.787443,11.916289,35497
111.6,1.581895,10.545968,31415
111.625,1.747915,11.652766,34712
111.65,1.576255,10.50837,31303
111.675,1.600426,10.669505,31783
111.7,1.614928,10.766186,32071
111.725,1.604454,10.696361,31863
111.75,1.583557,10.557046,31448
111.775,1.828533,12.190219,36313
111.8,1.743131,11.620874,34617
111.825,1.690712,11.271412,33576
111.85,1.854314,12.362097,36825
111.875,1.945356,12.969039,38633
111.9,1.502939,10.019592,29847
111.925,1.621373,10.809155,32199
111.95,1.614928,10.766186,32071
111.975,1.62379,10.82527,32247
112,1.656068,11.040452,32888
112.025,1.506967,10.046449,29927
112.05,1.792277,11.948516,35593
112.075,1.852703,12.351355,36793
112.1,1.784221,11.894804,35433
112.125,1.844646,12.297643,36633
112.15,1.770474,11.803159,35160
112.175,1.597203,10.648019,31719
112.2,1.834173,12.227818,36425
112.225,1.716494,11.44329,34088
112.25,1.804312,12.028749,35832
112.275,1.70602,11.373465,33880
112.3,1.733413,11.556084,34424
112.325,1.745498,11.636651,34664
112.35,1.697157,11.314381,33704
112.375,1.67621,11.174731,33288
112.4,1.879341,12.528939,37322
112.425,1.708437,11.389579,33928
112.45,1.70602,11.373465,33880
112.475,1.820426,12.136172,36152
112.5,1.579478,10.529855,31367
112.525,1.713271,11.421804,34024
112.55,1.498105,9.987366,29751
